key,description,en,zh,fr,pt,pl,ua
event_data_text:land_1,diary entry text,"There is a pleasant forest nearby, it smells like pine.",附近有一片宜人的森林，闻起来像松树。,"Non loin de là se trouve une forêt accueillante, d’où se dégage une odeur de pin.","Há uma floresta agradável por perto, ela cheira a pinho.","Widzę las w pobliżu, nie pamiętam niczego. Koi mnie jego wygląd. W powietrzu unosi się zapach sosen.",
event_data_text:land_10,diary entry text,There is coal in the rocky mountain area. Fortune has placed it right next to our settlement.,岩石山区有煤炭。命运将它放在了我们定居点旁边。,La montagne rocheuse renferme du charbon. La chance l’a placée tout près de notre colonie.,Há carvão na área rochosa da montanha. A sorte a colocou bem perto do nosso assentamento.,Wśród gór znajdziemy węgiel. Na szczęście złoża znajdują się niedaleko obozowiska.,
event_data_text:land_11,diary entry text,An old mining operation on the other side of the mountain. I can only wonder what poor creature slaved away in those conditions.,山的另一边有一个老矿场。我想不到什么可怜的生物会在这样的条件下辛苦劳作。,J’aperçois une ancienne opération minière de l’autre coté de la montagne. Je ne peux qu’imaginer quelle pauvre créature a dû travailler dans de telles conditions.,Uma antiga operação de mineração do outro lado da montanha. Eu posso apenas imaginar a pobre criatura que trabalhava nessas condições.,"Odkryliśmy dawne kopalnie po drugiej stronie góry. Nie sposób odkryć, co za kreatury harowały w nich niewolniczo. Z pewnością nie ludzie.",
event_data_text:land_spelunk,diary entry text,"The caverns beckon, their depths shrouded in darkness. Each step echoes with the weight of forgotten horrors.",洞穴在召唤，它们的深处隐藏在黑暗中。每一步都回响着被遗忘的恐怖。,"Les cavernes m’appellent, leurs profondeurs baignées d’obscurité. Chaque pas résonne du poids d’horreurs oubliées.","As cavernas chamam, suas profundezas cobertas por escuridão. Cada passo ecoa com o peso dos horrores esquecidos.","Jaskinie mnie wołają, ich głębie pokryte mroczną miazmą. Z każdym krokiem słyszę echo zapomnianych terrorów.",
event_data_text:land_2,diary entry text,A shallow creek flows through the forest.,一条浅溪流经森林。,Un ruisseau peu profond traverse la forêt.,Um riacho raso flui pela floresta.,Przez las płynie płytki strumyczek.,
event_data_text:land_3,diary entry text,"My curiosity compels me to go deeper, and one day it shall lead to my downfall.",好奇心驱使我走得更深，总有一天它会导致我的灭亡。,"Ma curiosité me pousse à m’enfoncer davantage, et un jour, elle me mènera à ma perte.","Minha curiosidade me obriga a ir mais fundo, e um dia ela me levará à minha queda.",Ciekawość prowadzi mnie głębiej; kiedyś z pewnością poprowadzi mnie do własnego upadku.,
event_data_text:land_4,diary entry text,The oaks and pines are standing tall. Shall I make a clearing here?,橡树和松树屹立不倒。我应该在这里开辟一片空地吗？,Les chênes et les pins se dressent fièrement. Devrais-je dégager cet endroit ?,Os carvalhos e pinheiros parecem altos. Será que devo fazer uma limpa aqui?,Dęby i sosny pną się tu wysoko. Może mogę tu zarządzić wycinkę?,
event_data_text:land_5,diary entry text,A mountain range stretches near the forest. I wonder if I can exploit that.,一座山脉延伸到森林附近。不知道我是否可以利用它。,Il y a une chaîne de montagne non loin de la forêt. Je me demande si je ne pourrais pas l’exploiter.,Uma cadeia de montanhas se estende perto da floresta. Me pergunto se consigo tirar proveito disso.,W pobliżu lasu znajdują się pasma górskie. Może dałoby się je jakoś wykorzystać?,
event_data_text:land_6,diary entry text,There is a deep dark lake stretching along a muddy beach.,深而黑暗的湖泊延伸到泥泞的海滩上。,Un lac sombre et profond s’étend le long d’une plage de vase.,Há um lago escuro e profundo se estendendo ao longo de uma praia lamacenta.,"Błotnista plaża, a za nią czarne jezioro...",
event_data_text:land_7,diary entry text,Growling sounds emerge from the deep dense parts of the forest. Nightmares weave deep inside my psyche.,森林深处传来低吼声。噩梦在我的内心深处编织。,Des grognements s’élèvent depuis les profondeurs impénétrables de la forêt. Des cauchemars s’insinuent au plus profond de mon esprit.,Rosnados surgem das partes densas e profundas dessa floresta. Pesadelos se formam nas sombras da minha psique.,Warki i skowyty dobiegają z głębokich i nieprzeczesanych części lasu. Myśli w mej głowie splatają się w koszmary.,
event_data_text:land_8,diary entry text,"Vast lands stretch beyond the forest, but I will need a way to navigate them.",广袤的土地延伸到森林之外，但我需要找到导航方式。,"De vastes terres s’étendent par-delà la forêt, mais il me faut trouver un moyen de m‘y repérer.","Terras vastas se estendem além da floresta, mas precisarei de um jeito de navegá-las.","Za lasem rozciągają się rozległe tereny, ale będę potrzebować sposobu, aby je nawigować.",
event_data_text:land_9,diary entry text,"It is exhausting to explore new lands on my own. Sending out some of them instead, sounds like an idea.",独自探索新土地会令人筋疲力尽。派出一些人探索听起来是个好主意。,S’aventurer seul en territoire inconnu est éprouvant. Peut-être devrais-je les y envoyer à ma place.,"É cansativo explorar novas terras sozinho. Mandar alguns deles em vez disso, parece uma boa ideia.",Samotne odkrywanie jest zbyt męczące. Tak... Lepiej wysłać mój lud.,
event_data_text:land_debug,diary entry text,The Gods have gifted plenty of resources to help you in this showcase.,诸神赐予了丰富的资源来帮助你debug。,Les Dieux vous ont offert une abondance de ressource afin de vous soutenir.,Os Deuses te presentearam muitos recursos para ajudar na sua jornada.,"Bogowie namaścili cię wieloma dobrami, aby pomóc ci w tym przedstawieniu.",
event_data_text:resource_generated,diary entry text,You generated {0} {1}.,你生成了 {0} {1}。,Vous avez généré {0} {1}.,Você gerou {0} {1}.,Wytworzono {0} {1}.,
event_data_text:zero,diary entry text,The world is dark and empty...,世界黑暗而空虚...,Ce monde n’est que ténèbres et désolation...,O mundo é escuro e vazio...,Świat jest pusty i mroczny...,
event_data_text:darkness_1,diary entry text,"Moving deeper into the darkness, I notice my people behind me, faceless figurines... Did they ever bear any humanity?",深入黑暗，我注意到我的人民在我身后，无面的小雕像... 他们曾经具有人性吗？,"En m’enfonçant dans les ténèbres, je distingue derrière moi mon peuple, des figurines sans visage... Ont-ils jamais possédé un semblant d’humanité ?","Indo pela escuridão profunda, eu percebo meu povo atrás de mim, sem rostos... Houve alguma vez que carregaram algo de humanidade?","Krocząc w głąb lasu widzę ich, mój lud za mną. Beztwarze cienie... Czy oni kiedykolwiek byli choć trochę ludzcy?",
event_data_text:darkness_2,diary entry text,"As I move farther than ever before, my people are always one step behind me. Time and space seem twisted.",我走得比以前更远，我的人民却总是紧跟在我身后。时间和空间似乎扭曲了。,"Alors que je m’aventure plus loin que jamais, mon peuple reste toujours un pas derrière moi. Le temps et l’espace semblent altéré.","Quanto mais eu avanço, meu povo está sempre um passo atrás de mim. O tempo e o espaço parecem distorcidos.","Kroczę jeszcze dalej, lecz mój lud jest zawsze o krok za mną. Czas i przestrzeń zdają się tu zupełnie spaczone.",
event_data_text:darkness_3,diary entry text,"That wolf wasn't the first, and it won't be the last. Conquering it was exhausting, but I must go on.",那匹狼不是第一个敌人，也不会是最后一个。征服它非常耗费体力，但我必须继续前行。,"Ce loup n’était pas le premier, et ne sera pas le dernier. Le terrasser fut éprouvant, mais je dois poursuivre ma route.","Aquele lobo não foi o primeiro, e não será o último. Conquistá-lo foi cansativo, mas eu preciso continuar.","Wilk nie był pierwszym i nie będzie ostatnim. Powalenie go było wymęczające, ale muszę kroczyć dalej.",
event_data_text:darkness_4,diary entry text,"Countless spirits swarm around the fallen abomination, yet none lay a hand on me. Could they be... afraid?",无数的灵魂围绕着倒下的怪物，但没有一个碰我。它们是在...害怕吗？,"D’innombrables esprits s’amassent autour de l’abomination vaincue, mais pas un seul ne m’attaque. Se pourrait-il... qu’ils aient peur ?","Inúmeros espíritos se aglomeram ao redor da abominação caída, mas nenhum deles sequer põe a mão em mim. Será que eles estão com...medo?","Niezliczone duszeczki gromadzą się wokół poległej abominacji, nie ważąc się podnieść na mnie ręki. Czyżby... Boją się mnie?",
event_data_text:darkness_5,diary entry text,"My head twists and churns, my sight expands and contracts. The dark forest paths lead me in circles. What, or who, is this maze keeping lost in here?",我的脑海中翻腾不断，视野扩张收缩。黑暗森林的路径将我带入循环。这个迷宫到底想让谁迷失在这里？,"J’ai la tête qui tourne et qui bouillonne, ma vue se dilate et se rétracte. Les chemins de la Forêt des Ténèbres me font tourner en ronds. Quoi, ou qui, ce labyrinthe tente-t-il de retenir ?","Minha cabeça se torce e atremece, minha visão se expande e se contrai. Os caminhos da floresta negra me levam em círculos. O que, ou quem, este labirinto está mantendo perdido aqui?","Głowa mi się rwie, zwrok mój wali we wszystkie strony. Mroczne ścieżki lasu prowadzą mnie w kółkach. Czym... Lub kim jest ten labirynt? Jestem tu więźniem czy królem?",
event_data_text:darkness_6,diary entry text,"The mighty dragon was acting as a guard dog of the castle gates. In the great hall, a colossal beast stretches into the infinite ceiling void.",强大的龙曾是城堡大门看守。在大厅中，一头巨大的野兽直冲到无尽的天花板空隙中。,"Le puissant dragon n’était qu’un chien de garde aux portes du château. Dans l’immense vestibule, une créature titanesque s’élève vers le néant d’une voûte infinie.","O grande dragão estava agindo como um cão de guarda dos portões do castelo. No grande salão, uma besta colossal se estende em direção aos limites do vazio infinito.",Potężny smok był niczym pies obronny przed bramami zamczyska. W wielkiej sali natomiast... Kolosalna bestia wystawia swą szyję w stronę pozornie nieistniejącego sufitu.,
event_data_text:darkness_7,diary entry text,"This has been too easy. No. There's something wrong, there must be. You...You are still here, aren't you?",这一切太容易了。不。一定有什么不对。你...你还在这里，对吧？,"C’est beaucoup trop simple. Non. Quelque chose cloche, c’est sur. Vous... Vous êtes encore là, n’est-ce pas ?","Isso tem sido muito fácil. Não. Tem algo de errado, deve ter. Você... Você ainda está aqui, não é?",To było zbyt proste. Nie. Coś jest tu nie tak. Ty... Czy ty tu dalej jesteś?,
event_data_text:darkness_8,diary entry text,"Countless entities gather along as I move towards the throne room. They seem to recognize me. The throne room awaits, my heart pounds.",走向王座室时，无数生命体聚集在一起。他们似乎认识我。王座室就在前方，我的心跳加速。,"Alors que je m’avance vers la salle du trône, une myriade d’entités gravite autour de moi. Elles semblent me reconnaître. Le sanctuaire royal m’attend, mon cœur bat à tout rompre.","Entidades incontáveis se reúnem enquanto eu me dirijo à sala do trono. Parece que me reconhecem. A sala do trono me espera, meu coração bate forte.","Niezliczone byty gromadzą się wokół mnie, podczas gdy kroczę w stronę sali tronowej. Zdaje się, że mnie rozpoznają. Tron jest już przede mną. Serce me bije niemiłosiernie.",
event_data_text:darkness_9,diary entry text,"The defeated slime smiles: ""You don't remember? Too long, you have been stuck... in this... form.""",被打败的史莱姆微笑说：“你不记得了吗？你已经困在这个...形态...太久了。”,"Le slime, vaincu, sourit : « Tu ne te souviens pas ? Cela fait trop longtemps que tu es... prisonnier... de cette forme. »","O slime derrotado sorri: “Você não se lembra? Por muito tempo, você esteve preso... nessa..forma...“","Pokonany szlam uśmiecha się: ""Nie pamiętasz? Zbyt długo... Tkwisz w swym kształcie.""",
event_data_text:darkness_10,diary entry text,"I struck down Death itself, witnessing its ethereal form regenerate right before my eyes. It left behind a shimmering... Soulstone? I need... more.",我击败了死神本身，目睹它的灵魂形态就在我的眼前重生。它留下了一个闪闪发光的...灵魂？我需要...更多。,"J’ai terrassé la mort elle-même, pour voir sa forme éthérée renaître devant mes yeux. Elle a laissé tomber quelque chose de brillant... Une pierre d’âme ? Il... Il m’en faut d’autres.","Derrotei a própria morte, testemunhando sua forma etérea regenerando diante dos meus próprios olhos. Deixou para trás uma brilhante... Pedra da Alma? Eu preciso... de mais.","Śmierć we własnej osobie pada na kolana przede mną. Rozmywa się i generuje swój miazmowy byt przed moimi oczami. Jednakże... Jej poprzednia inkarnacja zostawiła coś za sobą, niczym świetlisty kamyczek... Kamień dusz? Ja... Chcę... Więcej.",
event_data_text:execute_1,diary entry text,I feel a power rush flowing through my body as I absorb the dark essence... it sears my flesh.,吸收黑暗精华时，我感受到一股力量冲刷我的身体...灼烧我的肉体。,Je sens un flot de puissance envahir mon corps en absorbant l’essence sombre... Elle consume ma chair.,Sinto um poder revitalizante correndo pelo meu corpo enquanto eu absorvo sua essência negra... ela queima minha carne.,Potęga rwie w mych żyłach niczym nieokiełznana rzeka. Wchłaniam więcej mrocznej esencji... Mój miąższ płonie od środka.,
event_data_text:execute_2,diary entry text,"I devoured the essence of the messenger. Bitter, chewy and somewhat rotten, it granted me flight nevertheless.",我吞噬了信使的精华。苦涩、有嚼劲且有些腐烂，但它让我能够飞翔。,"J’ai dévoré l’essence du messager. Même si elle était amère, coriace, et quelque peu avariée, elle m’a octroyé la capacité de voler.","Eu devorei a essência do mensageiro. Amarga, pegajosa e um tanto podre, ainda assim me concedeu o voo.","Esencja kuriera została pożarta w pełni. Gorzka, nieco zepsuta i trudna do rozdarcia kłami. Mimo wszystko... Oddała mi zdolnośćlotu.",
event_data_text:execute_3,diary entry text,"That wicked beast's blasted essence granted me great speed. No matter how far I run, I always end up at the same place.",那只邪恶野兽的爆炸精华赋予了我极速。无论我跑多远，总是重回原点。,"L’essence maudite de cette créature infernale m’a octroyé une célérité prodigieuse. Mais qu’importe la distance que je parcours, j’atterris toujours au même endroit.","A essência daquela besta maldita me concedeu uma grande velocidade. Não importa o quão longe eu corra, sempre acabo no mesmo lugar.","Przeklęta esencja tej podłej bestii namaściła mnie niesamowitą prędkością. Ale... Nieważne jak daleko ucieknę, zawsze wrócę do tego samego miejsca.",
event_data_text:execute_4,diary entry text,"I absorbed countless spirits into my essence. They wail inside me, their droning echoes drowning out my thoughts.",我吸收了无数灵魂进入我的精华。它们在我体内哀嚎，持续回响淹没了我的思绪。,"J’ai assimilé une infinité d’esprits dans mon essence. Leurs plaintes s'élèvent en moi, leurs échos lancinants étouffant mes pensées.","Absorvi ínumeros espíritos na minha essência. Eles lamentam dentro de mim, seus ecos ensurdecedores afogando meus pensamentos.","Niezliczone duszki stały się częścią mej essencji. Szlochają wewnątrz mnie, a ich modły i błagania wygłuszają moje własne myśli. Dobrze.",
event_data_text:execute_5,diary entry text,The Warden falls. I take what's rightfully mine. Consuming this essence gave me more limbs than fingers.,守卫倒下了。我拿走了属于我的东西。消化这种精华让我拥有了比手指更多的肢体。,La Gardienne s’effondre. Je prends ce qui m’est dû. Consommer son essence m’a doté de plus de membres que de doigts.,O Vigilante cai. Eu tomo o que é meu por direito. Consumir essa essência me deu mais membros do que dedos.,"Stróż padł. Zabieram to, co prawowicie moje. Wchłonięcie jego esencji przyniosło ciekawe skutki. Mam teraz więcej kończyn niżli palców...",
event_data_text:execute_6,diary entry text,"The essence of the dragon may singe the tongue with the flames of an inferno, but for its razing power, it's a worthy sacrifice.",龙的精华可能含有地狱之火，会灼烧舌头，但为了它的破坏力，这是值得的牺牲。,"Bien que l’essence du dragon me brule la langue telles les flammes d’un brasier, son pouvoir destructeur en vaut le sacrifice.","A essência do dragão pode queimar a língua com as chamas de um inferno, mas pelo seu poder devastador, é um sacrifício que vale a pena.",Esencja smoka pali język z siłą piekielną. Godna ofiara za niszczycielską potęgę.,
event_data_text:execute_7,diary entry text,"Knowledge is power. The essence of that colossus has taught this, yet my own name remains a mystery that gnaws away at my sanity.",知识就是力量。那头巨兽的精华教会了我这一点，然而我的名字仍是一个侵蚀我理智的谜。,"Le savoir est une arme. L’essence de ce colosse me l’a enseigné, pourtant mon propre nom reste un mystère qui érode ma raison.","Conhecimento é poder. A essência daquele colosso me ensinou isso, mas meu nome continua sendo um mistério que corrói minha sanidade.","Wiedza to potęga. Nauczyła mnie tego esencja tytana... Mimo te, me własne imię pozostaje tajemnicą, która godzi w mą psychikę.",
event_data_text:execute_8,diary entry text,As I feed on the essences of darkness... my mind... why does it feel so fragile yet so powerful?,吞食黑暗精华时...我的思想...为何感觉如此脆弱却又如此强大？,Alors que je me gorge des essences ténébreuses... mon esprit... pourquoi semble-t-il si fragile et si puissant à la fois ?,Enquanto me alimento das essências da escuridão... minha mente... porque parece tão frágil e ao mesmo tempo tão poderosa?,Pożeram esencje mroku... Mój umysł... Kiedy stał się tak kruchy i tak potężny?,
event_data_text:execute_9,diary entry text,The essence of the prince is too lost in the amalgamation. Visions of the noble bloodline cloud my mind.,王子的精华在融合中迷失了。高贵血统的幻象困扰着我的思维。,L’essence du prince se perd elle aussi dans l’amalgame. Des visions de sa noble lignée obscurcissent mon esprit.,A essência do príncipe está perdida demais na amalgameção. Visões da linhagem nobre perturbam a minha mente.,Esencja księcia zagubiła się w amalgamacji całej rodziny królewskiej. Wizje szlachetnej krwi napastują mój umysł niczym pioruny z mrocznych chmur.,
event_data_text:absolve_1,diary entry text,"From the rotten rabbit's womb, a saccharine spirit forms. It follows my steps gleefully.",一个甜蜜的精神从腐烂兔子的子宫中诞生，它快乐地跟随我的脚步。,Du ventre putride du lapin naît un esprit de douceur. Il suit mes pas avec gaieté.,"Do ventre do coelho podre, um espírito adocicado se forma. Ele segue meus passos alegremente.",Z lędźwi zgniłego królika rodzi się duszek niczym cukier puder. Z radością podąża za mym krokiem.,
event_data_text:absolve_2,diary entry text,"From the carcass of the fallen bird, a new ally rises. They scout the paths ahead.",一个新的盟友从倒下的鸟尸中崛起，它会侦察前方的路径。,"Un nouvel allié s’élève de la carcasse de l’oiseau abattu, et s’en va en reconnaissance sur les chemins qui s’ouvrent à nous.","Da carcaça do pássaro caído, um novo aliado surge. Ele explora os caminhos à frente.",Ze ścierwa ptaka powstaje nowy sojusznik. Wyznaczają oni drogę przede mną.,
event_data_text:absolve_3,diary entry text,"The wolf lies on the rickety path, rearing its head for scritches. An ally to guide the path forward.",狼躺在崎岖的小径上，抬起头来让人抚摸。这是一位指引前路的盟友。,"Le loup est allongé sur le sentier accidenté, levant la tête pour réclamer des caresses. Un allié pour ouvrir la voie.","O lobo repousa no caminho cambaleante, levantando a cabeça em busca de carícias. Um aliado para guiar o caminho à frente.","Zmęczony wilk leży na krętej ścieżce, wystawiając swój pełny skaz łeb po głaski. Nowy sojusznik na mej nowej drodze.",
event_data_text:absolve_4,diary entry text,"The spirits wail no longer, as reflections of them form upon patches of water. Children...",灵魂不再哀嚎，它们的身影反射在粼粼涟漪之上。孩子们...,"Les esprits cessent de gémir, alors que leurs reflets se dessinent à la surface de l’eau. Des enfants...","Os espíritos já não lamentam mais, enquanto seus reflexos se formam sobre poças d’água. Crianças...",Duchy zaprzestały swych rozpaczliwych jęków. Na tafli jeziora powstają ich odbicia. Dzieci...,
event_data_text:absolve_5,diary entry text,"The absolved spider spirit follows me forward, its shimmering string lacing the path forward.",被赦免的蜘蛛精神跟随我前进，它闪闪发光的丝线编织了前路。,"L’esprit de l’araignée, absous, me suit, son fil scintillant tissant le chemin devant moi.","O espírito da aranha absolvida me segue adiante, sua teia cintilante traçando o caminho à frente.","Uniewinniony duch pająka podąża za mną, jej świetlista pajęczyna oświecająca mą drogę.",
event_data_text:absolve_6,diary entry text,"The great dragon repays my mercy in kindness every day. It burns the dark path, its arcane breath enriching the soil. Lush greenery rises amongst the smoke and mist.",伟大的龙每天以善意报答我的怜悯。它燃烧黑暗的路径，它的神秘呼吸为土壤施肥。在烟雾和迷雾中升起了繁茂的绿色植物。,"Chaque jour, le grand dragon me remercie de ma clémence par sa bonté. Il embrase le chemin obscur, son souffle magique nourrissant la terre. Parmi la fumée et la brume, une végétation luxuriante s’élève.","O grande dragão retribui minha misericórdia com bondade a cada dia. Queimando o caminho sombrio, seu sopro arcano enriquece o solo. A vegetação abundante surge entre a fumaça e a névoa.","Wielki smok codziennie odwdzięcza się za mą łaskę. Wypala mroczną ścieżkę, jego magiczny oddech użyźnia glebę. Korzenie i pnącza wyrastają wśród dymu i mgły.",
event_data_text:absolve_7,diary entry text,I made peace with that towering beast. The newly gentle giant lifts me toward the throne room.,我与那头高大的野兽和解。这位温和的巨人把我举向王座室。,"J’ai fait la paix avec cette créature titanesque. Le géant, maintenant docile, me porte jusqu’à la salle du trône.","Eu fiz as pazes com aquela besta imponente. O gigante, agora gentil, me levanta em direção à sala do trono.",Górująca nad wszystkim bestia i ja podpisaliśmy rozejm. Teraz potulne stworzenie unosi mnie do komnaty tronowej.,
event_data_text:absolve_8,diary entry text,The entity... the Acolyte... it wishes to talk? How come it feels so familiar? Why? Why? Why?,这个生命体...侍僧...它想要交谈？为什么我觉得它如此熟悉？为什么？为什么？为什么？,Cette entité... cet Acolyte... il souhaite parler ? D’où viens cette impression de familiarité ? Pourquoi ? Pourquoi ? Pourquoi ?,A entidade... O Iniciado... Gostaria de falar? Como pode isso parecer tão familiar? Por quê? Por quê? Por quê?,Ten byt... Ten Akolita... Pragnie rozmawiać? Dlaczego czuje się tak bliski memu sercu... Dlaczego? Dlaczego? Dlaczego?,
event_data_text:absolve_9,diary entry text,"The prince snickers at my mercy, though it agrees to entertain my folly and follow along.",王子对我的怜悯嗤之以鼻，但它容忍我的愚行，同意随我前进。,"Le prince se rit de ma clémence, mais il accepte de se prêter à ma folie et de me suivre.","O príncipe ri da minha misericórdia, embora aceite entreter minha tolice e seguir adiante.","Książe drwi z mej litości, choć zgadza się towarzyszyć mi na drodze mej własnej zguby.",
event_data_text:lore_beacon,diary entry text,"The lit beacon pierces the dark sky. For the first time, I can see the stars... breaking through the abyss and past the canopy.",点亮的信标刺穿黑暗的天空。我第一次能看到星星...穿透深渊和树冠。,"La balise allumée perce les cieux obscurs. Pour la première fois, j’aperçois les étoiles... traversant l’abîme et la canopée.","O sinalizador aceso atravessa o céu escuro. Pela primeira vez, consigo ver as estrelas... passando pelo abismo e atravessando a copa das árvores.",Latarnia penetruje mroczne niebo! Po raz pierwszy widzę gwiazdy... Mrok i korony drzew nie są już końcem świata.,
event_data_text:heart_reveal,diary entry text,"Starlight illuminates the forbidden parts of the dark forest, revealing the source of the rhythmic pulse.",星光照亮了黑暗森林的禁地，揭示了律动的来源。,"La lumière des étoiles illumine les recoins défendus de la Forêt des Ténèbres, révélant la source des battements rythmés.","A luz das estrelas ilumina as partes ocultas da floresta negra, revelando a fonte do pulso rítmico.","Światło gwiazd oświetla zakazane części mrocznego lasu. Wiemy już, skąd dobiegają rytmiczne dźwięki jak bębny.",
event_data_text:first_spirit,diary entry text,"The unshackled spirit merges with the swordsmen, infusing them with dark power.",重获自由的精神与剑士融合，赋予他们黑暗的力量。,L’esprit délivré se lie aux soldats et leur insuffle une puissance sombre.,"O espírito livre se funde com os espadachins, os infundindo com um poder sombrio.","Uwolniony duch wpełza w ciała szablistów, namaszczając ich mroczną potęgą.",
event_data_text:first_essence,diary entry text,"The devoured essence allows me to siphon the lifeforce of my swordsmen, enhancing my own lethal prowess.",刚刚吞噬的精华让我能够吸取剑士的生命力，使我更加致命。,"Avoir dévoré cette essence me permet de drainer la force vitale de mes soldats, renforçant ainsi ma propre puissance meurtrière.","A essência devorada me permite drenar a força vital dos meus espadachins, aumentando minha própria capacidade letal.",Pożarta esencja pozwala mi brać siłę życiową mych własnych szablistów... Moje pazury i kły stają się jeszcze bardziej zabójcze.,
event_data_text:soul_crafted,diary entry text,Is this... the end?,这是...终点吗？,Est-ce... la fin ?,Isso é... o fim?,Czy to... koniec wszelkich rzeczy?,
npc_event_text:cat_intro,dialogue line (cat npc),I smell you from afar. Are you lost?,我远远地就闻到你了。你迷路了吗？,Je te sens de loin. Es-tu perdu ?,Eu te cheiro de longe. Você está perdido?,Przybyłem z daleka... Też jesteście zgubą?,
npc_event_text:cat_peek,[EMPTY],,,,,,
npc_event_text:cat_talk_A1,dialogue line (cat npc),I thought so. You are different... An unusual outsider.,我就知道。你与众不同...一个不寻常的外来者。,C’est bien ce que je pensais. Tu sembles différent... Un étranger singulier.,Foi o que pensei. Você é diferente... Um estranho.,Tak myślałem. Jesteście inni... Nietypowymi nietutejszymi.,
npc_event_text:cat_talk_A2,dialogue line (cat npc),It has been a long time since we had something like... your case.,我们很久没有遇到像...你这样的人了。,Il y a bien longtemps que nous n’avons pas eu... un cas comme le tiens.,Já faz muito tempo que tivemos algo como... seu caso.,Od dawien dawna... Nie zdarzył się twój przypadek.,
npc_event_text:cat_talk_A3,dialogue line (cat npc),We must not waste this. I will help you. Just this once.,我们不能浪费这个机会。我会帮助你。就这一次。,Il ne faudrait pas gâcher cette occasion. Je vais t’aider. Juste cette fois.,Não podemos desperdiçar isso. Vou te ajudar. Só por agora.,Nie możemy tego zmarnować. Pomogę ci. Ten jeden raz.,
npc_event_text:cat_talk_A4,dialogue line (cat npc),"I shall double your raw resources, say when. Do not wait too long...",我会使你的原材料加倍，说一声就行，但不要等太久...,"Je doublerai tes ressources brutes, fais-moi signe. N’attends pas trop longtemps...","Vou dobrar seus recursos brutos, diga quando. Não espere por muito tempo...",Podwoję twe zasoby. Powiedz kiedy. Tylko nie każ mi czekać...,
npc_event_text:cat_talk_A4_1,dialogue line (cat npc),Enjoy... use these wisely. I plan to... keep watch.,享受吧...明智地使用这些材料。我打算...继续观察。,Avec plaisir... Fais-en bon usage. J’ai l’intention de... garder un œil sur toi.,Aproveite... use-os com sabedoria. Eu planejo... ficar de olho.,Raduj się... I korzystaj roztropnie. Mam zamiar... obserwować dalej.,
npc_event_text:cat_talk_A4_2,dialogue line (cat npc),Forsooth? Suit yourself. I'll be watching you...,真的吗？随你便。我会看着你...,Vraiment ? Soit. Je vais garder un œil sur toi...,É mesmo? Fique a vontade. Estarei te observando...,Zaprawdę? Niechaj tak będzie. Mam zamiar... obserwować dalej.,
npc_event_text:cat_talk_B1,dialogue line (cat npc),"Lying? How bold. Were you attempting to trick me, or yourself?",撒谎？真大胆。你是想欺骗我，还是在欺骗自己？,Un mensonge ? Quel toupet. Est-ce moi que tu essaies de duper ? Ou toi-même ?,Mentindo? Quanta audácia. Estava tentando enganar a mim? Ou a você mesmo?,"Kłamstwa? Naprawdę? To była próba przekonania mnie, czy siebie?",
npc_event_text:cat_talk_B2,dialogue line (cat npc),The ForesSst... does not give rise to creatures like you.,森林...不会产生像你这样的生物。,La Forrrêt... n’engendre pas de créatures de ton espèce.,A FloresSsta... não da origem a criaturas como você.,W lesie... Nie rodzą się kreatury takie jak ty.,
npc_event_text:cat_talk_B3,dialogue line (cat npc),Since you are so vain... I shall propose a deal.,既然你这么自负...我将提议一个交易。,Puisque tu es si sûr de toi... je te propose un marché.,Já que você é tão vaidoso... Vou propor um acordo.,Cóż za pycha. W takim razie... Mam dla ciebie ofertę.,
npc_event_text:cat_talk_B4,dialogue line (cat npc),Give me all your raw resources in exchange for a... blessing.,用你所有的原材料交换一项...祝福。,Donne-moi toutes tes ressources brutes en échange d’une... bénédiction.,Dê-me todos os seus recursos brutos em troca de uma...bênção.,Daj mi wszystkie swe zasoby w zamian za... błogosławieństwo.,
npc_event_text:cat_talk_B4_1,dialogue line (cat npc),Your gift is... a lesson about trust.,你的礼物是...关于信任的一课。,Ton cadeau est... une leçon sur la confiance.,Seu presente é... uma lição sobre confiança.,Twym darem jest... nauczka o zaufaniu.,
npc_event_text:cat_talk_B4_1_2,dialogue line (cat npc),"You will thank me later... until then, I will be nearby...",你迟早会感谢我...在那之前，我不会走远...,"Tu me remercieras plus tard... D’ici-là, je ne serai pas loin...","Você me agradecerá depois... até lá, ficarei por perto...","Podziękujesz mi później... W międzyczasie... Wiedz, że jestem blisko...",
npc_event_text:cat_talk_B4_2,dialogue line (cat npc),Forsooth? How quaint you are. I will keep my eye on you...,真的吗？你真古怪。我会留意你...,"Ma foi, quel être curieux. Je garderai un œil sur toi...",É mesmo? Quão estranho você é. Vou ficar de olho em você.,Zaprawdę? Ależ ciekawa jednostka. Będę... cię obserwować.,
npc_event_text:cat_talk_C0,dialogue line (cat npc),"You struck it down, all on your own... I underestimated you.",你独自一人将它打败...我低估了你。,"Tu l’as terrassé, sans aide aucune... Je t’ai sous-estimé.",Você o derrubou... completamente sozinho... Eu te subestimei.,Pokonaliście to coś... Nie wierzyłem w was.,
